ID,Station Name,CPO / Operator,Ownership,State,District,City,Location / Address,Latitude,Longitude,Connector Count,Max Power (kW),Connector Categories,Connector Types,Charger Ratings (kW),Connector Ratings (kW),Record Count,Source,Snapshot Date
BEE-23989,NTPC - Salem,NTPC,Govt.,Tamil Nadu,Salem,Salem,Salem,11.6643,78.146,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-23990,NTPC - Tiruchirappalli,NTPC,Govt.,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Santa Maris Fuels Station,11.1514,78.6725,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-23991,NTPC - Erode,NTPC,Govt.,Tamil Nadu,Erode,Erode,Seenapuram,11.44528,77.68364,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-23992,NTPC - Sri Perambadur,NTPC,Govt.,Tamil Nadu,Kancheepuram,Sri Perambadur,Sri Perambadur,12.97378,79.94133,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-23993,NTPC - Tiruchirappalli,NTPC,Govt.,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,^ƌŝZĂŶŐĂŵ,10.8503,78.6998,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-23994,NTPC - Sampat Nagar,NTPC,Govt.,Tamil Nadu,Erode,Sampat Nagar,Surampatti,11.33828,77.70838,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-23995,NTPC - Thanjavur,NTPC,Govt.,Tamil Nadu,Thanjavur,Thanjavur,Thanjavur,10.787,79.1378,9,3.3,Bharat AC-001,Bharat AC-001,10.0,3.3,9,BEE,2025-10-26
BEE-23996,NTPC - Tiruneveli,NTPC,Govt.,Tamil Nadu,Tirunelveli,Tiruneveli,Tirunelveli,8.7139,77.7567,3,3.3,Bharat AC-001,Bharat AC-001,10.0,3.3,3,BEE,2025-10-26
BEE-23997,NTPC - Tuticorin,NTPC,Govt.,Tamil Nadu,Thoothukudi,Tuticorin,Tuticorin,8.7642,78.1348,9,3.3,Bharat AC-001,Bharat AC-001,10.0,3.3,9,BEE,2025-10-26
BEE-23998,NTPC - Cuddalore,NTPC,Govt.,Tamil Nadu,Cuddalore,Cuddalore,"Veppur, Cuddalore",11.5266,79.1219,6,3.3,Bharat AC-001,Bharat AC-001,10.0,3.3,6,BEE,2025-10-26
BEE-23999,NTPC - Villupuram,NTPC,Govt.,Tamil Nadu,Viluppuram,Villupuram,Villupuram,11.9401,79.4861,6,3.3,Bharat AC-001,Bharat AC-001,10.0,3.3,6,BEE,2025-10-26
BEE-24000,NTPC - Virudhunagar,NTPC,Govt.,Tamil Nadu,Virudhunagar,Virudhunagar,Virudhunagar,9.568,77.9624,9,3.3,Bharat AC-001,Bharat AC-001,10.0,3.3,9,BEE,2025-10-26
BEE-24001,OLA - Hosur,OLA,Private,Tamil Nadu,Krishnagiri,Hosur,"176-A, Sipcot Complex,Hosur,Krishnagiri",12.75835,77.79795,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24002,OLA - Chennai,OLA,Private,Tamil Nadu,Chennai,Chennai,"24,Jawaharlal Nehru St,Koyambeduchennai, T.N.",13.0699,80.20549,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24003,OLA - Chennai,OLA,Private,Tamil Nadu,Chennai,Chennai,"27 Cathedral Road,Near Gemini Circle,Chennai",13.04933,80.25308,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24004,OLA - Coimbatore,OLA,Private,Tamil Nadu,Coimbatore,Coimbatore,"51,Palghat Road,Coimbatore",10.98542,76.96177,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24005,OLA - Anjugramam,OLA,Private,Tamil Nadu,Kanniyakumari,Anjugramam,"Azhagapapapuram Village,Agatheeswaram Taluk, Nh 7,Kanya-Kumari",8.1417,77.56642,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24006,OLA - Chennai,OLA,Private,Tamil Nadu,Chennai,Chennai,"Gandhi Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",13.090149,80.16143,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24007,OLA - Salem,OLA,Private,Tamil Nadu,Salem,Salem,"Maravanerisalem, T.N.",11.66208,78.16399,1,7.0,LEV DC,LEV DC Charge Point (IS-17017-2-6),7.0,7.0,1,BEE,2025-10-26
BEE-24008,Reliance BP - Mahabalipuram,Reliance BP,Private,Tamil Nadu,Chengalpattu,Mahabalipuram,"16/3B1B, Devaneri, East Coast Rd, Mahabalipuram, Tamil Nadu 603103",12.646077,80.2022,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-24009,Reliance BP - Chennai,Reliance BP,Private,Tamil Nadu,Chennai,Chennai,"Ibis Chennai Sipcot, Old Mahabalipuram Road, Opp. Sipcot It Park, Near State Highway 49, Chennai, Tamil Nadu 603103",12.831271,80.230724,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24010,Reliance BP - Hosur,Reliance BP,Private,Tamil Nadu,Krishnagiri,Hosur,"Jio-Bp Mobility Station, Hosur 2, S. No. 1224/1 & 2, 256/1, 257/1, Nh 7, Kamandoddi Village, Hosur Taluk, Krishnagiri Dist. - 635109",12.687827,77.926838,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-24011,Reliance BP - Hosur,Reliance BP,Private,Tamil Nadu,Krishnagiri,Hosur,"Jio-Bp Mobility Station, Hosur 2, S. No. 1224/1 & 2, 256/1, 257/1, Nh 7, Kamandoddi Village, Hosur Taluk, Krishnagiri Dist. - 635109 Tamil nadu Kancheepuram Jambodai Jio-Bp Mobility Station, Neervalur, Near Sunguvarchatram, Sriperumbadur, CCS-II Tamil Nadu 631561",12.687827,77.926838,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-24012,Reliance BP - Hosur,Reliance BP,Private,Tamil Nadu,Krishnagiri,Hosur,"Jio-Bp Mobility Station, Survey No 322/1B, 2B, 3B, Village Nallaganakothapalli, Hosur Krishnagiri Road, Hosur Krishnagiri Road, Hosur, Tamil Nadu, 635117",12.671019,77.979959,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24013,Reliance BP - Chennai,Reliance BP,Private,Tamil Nadu,Chennai,Chennai,"Nexus Vijaya Mall, 183, Great Southern Trunk Rd, Arcot Rd, Vadapalani,",13.0499,80.2095,3,60.0,CCS2 / CCS; Type 2 AC,CCS-II; Type-II AC,"60.0, 7.5","60.0, 7.5",3,BEE,2025-10-26
BEE-24014,Reliance BP - Coimbatore,Reliance BP,Private,Tamil Nadu,Coimbatore,Coimbatore,"No 1, Heran Nagar, Mettupalayam Road Coimnatore 641029",11.053207,76.947106,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24015,Reliance BP - Namakkal,Reliance BP,Private,Tamil Nadu,Namakkal,Namakkal,"Plot No 88/2B2,Papinaickenpatti, Namakkal, Tamil Nadu, 637003",11.279667,78.164109,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24016,Reliance BP - Dindigul,Reliance BP,Private,Tamil Nadu,Dindigul,Dindigul,WůŽƚEŽ͕ϭϴϲϴͬϲ͕ĂŐͬ^ƵƌǀĞǇEŽʹϭϴϲϲͬϭWƚ͕ϭ͕ϭ͕ϭϴϲϴͬϱ͕ϲ͕dŚĂĚŝŬŽŵďŝ͕ ŝŶĚŝŐƵů͕dĂŵŝůEĂĚƵϲϮϰϳϬϵ,10.42631,77.95401,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-24017,Reliance BP - Walajapet,Reliance BP,Private,Tamil Nadu,Vellore,Walajapet,"Plot No, S.No. 142/1B,2,160/2B,3,4,6,7,8,9,161/1A,2A,20,23,170/1F1,1A2,170/1B3,1C1,1E 1,1D,2A,Na,Kadaperri, Vellore,Wallajah, Tamil Nadu -632508",12.900785,79.448352,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24018,Reliance BP - Elambalur,Reliance BP,Private,Tamil Nadu,Perambalur,Elambalur,"Plot No, S.No.304/1, Dag/Survey-304/1, Elambalur, Perambalur, Tamil Nadu - 621212",11.254609,78.896709,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24019,Reliance BP - Mettupalayam,Reliance BP,Private,Tamil Nadu,Coimbatore,Mettupalayam,^ŚͲϯϭ͕^ƵƌǀĞǇEŽ͘ϳϮϬͬϭ;WĂƌƚͿ͕<ĂƌĂŵĂĚĂŝsŝůůĂŐĞ͕>ĂŶĚDĂƌŬ͗EĞĂƌDĞƚƌŽ DĂƚƌŝĐƵůĂƚŝŽŶ^ĐŚŽŽů͕<ƵƚƚĂŝǇƵƌ͕DĞƚƚƵƉĂůĂǇĂŵdĂůƵŬ͕ŽŝŵďĂƚŽƌĞŝƐƚ͘ ϲϰϭϯϬϭ,11.279828,76.946984,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-24020,Sharify - Salem,Sharify,Private,Tamil Nadu,Salem,Salem,157/3 A Omalur Main Road Jagirammapalayam Salem Tamil Nadu 636302,11.6925,78.115097,1,22.0,Type 2 AC,Type-II AC,22.0,22.0,1,BEE,2025-10-26
BEE-24021,Sharify - Coimbatore,Sharify,Private,Tamil Nadu,Coimbatore,Coimbatore,"67-71, Dr Krishnasamy Mudaliyar Rd Brookfields Coimbatore Tamil Nadu 641001",11.0096,76.9589,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-24022,Sharify - Coimbatore,Sharify,Private,Tamil Nadu,Coimbatore,Coimbatore,7/4C Nsn Palayam Coimbatore Tamil Nadu 641031,11.1087,76.937599,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-24023,Sharify - Mettupalayam,Sharify,Private,Tamil Nadu,Coimbatore,Mettupalayam,"A2B, Ooty Road Kallar Mettupalayam Tamil Nadu 641305",11.3217,76.916298,1,60.0,CCS2 / CCS,CCS-II,60.0,60.0,1,BEE,2025-10-26
BEE-24024,Sharify - Chennai,Sharify,Private,Tamil Nadu,Chennai,Chennai,"Leela Palace Rd, Mrc Nagar, Raja Annamalai Puram Chennai Tamil Nadu 600028",13.017453,80.273407,2,7.5,Type 2 AC,Type-II AC,7.5,7.5,2,BEE,2025-10-26
BEE-24025,Sharify - Mettupalayam,Sharify,Private,Tamil Nadu,Coimbatore,Mettupalayam,"Ooty Road, Kallar, Mettupalayam Tamil Nadu 641305",11.33,76.902702,2,25.0,CHAdeMO; CCS2 / CCS,CHAdeMO; CCS-II,25.0,25.0,2,BEE,2025-10-26
BEE-24026,Tata Power - Tiruvannamalai,Tata Power,Private,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,"Arpanaa Hotel, No.7, Sriram Nagar, Polur Rd, Near Anna Arch, Tiruvannamalai, Tamil Nadu 606601",12.247382,79.071379,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-24027,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Chengalpattu, Covelong Beach, Chengalpattu, Tamil Nadu, 603112",12.79717,80.247583,2,7.4,Type 2 AC,Type-II AC,7.4,7.4,2,BEE,2025-10-26
BEE-24028,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Chennai One, Thoraipakkam Phase I, Pallavaram Thoraipakkam 200 Feet Road, Thoraipakkam, Chennai -600097",12.948492,80.232697,2,7.4,Type 2 AC,Type-II AC,7.4,7.4,2,BEE,2025-10-26
BEE-24029,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Chennai One, Thoraipakkam Phase Ii, Pallavaram Thoraipakkam 200 Feet Road, Thoraipakkam, Chennai -600097",12.945845,80.231571,5,7.4,Type 2 AC; Bharat AC-001,Type-II AC; Bharat AC-001,"7.4, 10.0","7.4, 3.3",5,BEE,2025-10-26
BEE-24030,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Fairfield By Marriott, Mahindra World City, Near Main Entrance, Mahindra World City, Chennai - 603002",12.730596,80.00463,3,25.0,Type 2 AC; Combo / multi-standard; CCS2 / CCS; CHAdeMO,Type-II AC; Combo (CCS-II+CHAdeMO),"7.4, 25.0","7.4, 25.0",2,BEE,2025-10-26
BEE-24031,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Four Points By Sheraton, Chennai Omr, Survey No 169, Plot 1B And 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai-600119",12.875613,80.227372,3,25.0,Type 2 AC; Combo / multi-standard; CCS2 / CCS; CHAdeMO,Type-II AC; Combo (CCS-II+CHAdeMO),"7.4, 25.0","7.4, 25.0",2,BEE,2025-10-26
BEE-24032,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Fpl Vehicles, Annasali, No. 824/2, Annasali Nandnam, Chennai, Tamil Nadu, 600035",13.03001,80.24211,2,50.0,CCS2 / CCS,CCS-II,50.0,50.0,2,BEE,2025-10-26
BEE-24033,Tata Power - Vellore,Tata Power,Private,Tamil Nadu,Vellore,Vellore,"Fpl Vehicles, Perumugai, 33/5A1, Chennai Bangalore Highway, Perumugai, Vellore-632009",12.945336,79.200662,2,30.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),30.0,30.0,1,BEE,2025-10-26
BEE-24034,Tata Power - Ooty,Tata Power,Private,Tamil Nadu,Coimbatore,Ooty,"Gateway Coonoor - Ihcl Seleqtions, Coonoor, Upper, Coonoor, Tamil Nadu 643101",11.345997,76.801575,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-24035,Tata Power - Tiruppur,Tata Power,Private,Tamil Nadu,Tiruppur,Tiruppur,"Ginger Tirupur, Padmini Garden, Sri, Tiruppur - Kangayam Rd, Tiruppur, Tamil Nadu 641604",11.101166,77.372164,2,30.0,CCS2 / CCS; Type 2 AC,CCS-II; Type-II AC,"30.0, 7.4","30.0, 7.4",2,BEE,2025-10-26
BEE-24036,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Ginger Vadapalani, Ngo Colony, 61, Inner Ring Rd, Thiru Nagar Colony, Ngo Colony, Vadapalani, Chennai, Tamil Nadu 600026",13.05647,80.21116,2,25.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),25.0,25.0,1,BEE,2025-10-26
BEE-24037,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Gokulam Park Sabari Omr, It Expressway, #33, It Expressway (Omr), Near Ecr Sipcot It Park, Navalur, Chennai-600130",12.842154,80.227527,3,25.0,CCS2 / CCS; Type 2 AC,CCS-II; Type-II AC,"25.0, 7.4","25.0, 7.4",3,BEE,2025-10-26
BEE-24038,Tata Power - Mahabalipuram,Tata Power,Private,Tamil Nadu,Kancheepuram,Mahabalipuram,"Grand Bay Resort And Spa, East Coast Road, Kovalam Road, Off, East Coast Rd, Mahabalipuram, Tamil Nadu 603104",12.6272,80.195845,1,7.4,Type 2 AC,Type-II AC,7.4,7.4,1,BEE,2025-10-26
BEE-24039,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Gurudev Tata Motors, Arumbakkam, Old No 90, New Number 1090, E.V.R. Periyar High Road, Arumbakkam, Chennai, Tamil Nadu - 600106",13.07656,80.2021,2,30.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),30.0,30.0,1,BEE,2025-10-26
BEE-24040,Tata Power - Yelagiri,Tata Power,Private,Tamil Nadu,Vellore,Yelagiri,"Hotel Hills, Athanavur, 3-12, Boat House Road, Yellagiri Road, Athanavur Village, Tamil Nadu 635853",12.590699,78.631818,5,30.0,CCS2 / CCS; Type 2 AC; Bharat AC-001,CCS-II; Type-II AC; Bharat AC-001,"30.0, 7.4, 10.0","30.0, 7.4, 3.3",5,BEE,2025-10-26
BEE-24041,Tata Power - Tirupathur,Tata Power,Private,Tamil Nadu,Vellore,Tirupathur,"Hotel Hills, Krishnagiri Road, 99, Krishnagiri Road, Tirupathur, Tamil Nadu 635601",12.486021,78.561525,2,30.0,CCS2 / CCS; Type 2 AC,CCS-II; Type-II AC,"30.0, 7.4","30.0, 7.4",2,BEE,2025-10-26
BEE-24042,Tata Power - Hosur,Tata Power,Private,Tamil Nadu,Krishnagiri,Hosur,"Hotel Hills, Phase I Mookondapalli, No 41, Sipcot Industrial Complex, Phase I Mookondapalli, Hosur, Tamil Nadu 635126",12.75287,77.804001,2,30.0,CCS2 / CCS; Type 2 AC,CCS-II; Type-II AC,"30.0, 7.4","30.0, 7.4",2,BEE,2025-10-26
BEE-24043,Tata Power - Mahabalipuram,Tata Power,Private,Tamil Nadu,Kancheepuram,Mahabalipuram,"Hotel Mamalla Heritage, Fisherman Colony, 104 East Raja Street, Mahabalipuram, Tamil Nadu 603104",12.618604,80.194006,3,25.0,Type 2 AC; Combo / multi-standard; CCS2 / CCS; CHAdeMO,Type-II AC; Combo (CCS-II+CHAdeMO),"7.4, 25.0","7.4, 25.0",2,BEE,2025-10-26
BEE-24044,Tata Power - Chengampalli,Tata Power,Private,Tamil Nadu,Erode,Chengampalli,"Iocl Coco Chengampalli, Salem-Kochi Highway, Salem - Kochi Hwy, Vadamugam Kangayapalayam, Tamil Nadu 638812",11.213022,77.441968,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-24045,Tata Power - Madurai,Tata Power,Private,Tamil Nadu,Madurai,Madurai,"Kaveri Auto Garage, Paravai Bit 1 Village, New Survey No 146/2C,148/1A,149/1B2A, Paravai Bit 1 Village, Madurai, 625402",9.964233,78.065011,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-24046,Tata Power - Trichy,Tata Power,Private,Tamil Nadu,Thanjavur,Trichy,"Kaveri Auto Garage, Piratiyur, 27/5, Dindigul Main Road, Dheeran Nagar, Piratiyur, Trichy, Tamil Nadu 620009",10.791309,78.656965,1,25.0,CCS2 / CCS,CCS-II,25.0,25.0,1,BEE,2025-10-26
BEE-24047,Tata Power - Dindigul,Tata Power,Private,Tamil Nadu,Dindigul,Dindigul,"Kaveri Auto Garage, Seelapadi, 478/1A2, Trichy Bypass, Seelapadi, Dindigul, Tamil Nadu, 624005",10.381127,77.996814,1,25.0,CCS2 / CCS,CCS-II,25.0,25.0,1,BEE,2025-10-26
BEE-24048,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Lakshmi Motors, Ambattur, #79, 80,81, Near Wavin Bus Stop, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",13.122214,80.149188,2,30.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),30.0,30.0,1,BEE,2025-10-26
BEE-24049,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Lakshmi Motors, Thoraipakkam, 118, Okkiam, Thoraipakkam, Chennai, Tamil Nadu - 600097",12.92976,80.23164,3,25.0,Bharat DC-001; Combo / multi-standard; CCS2 / CCS; CHAdeMO,Bharat DC-001; Combo (CCS-II+CHAdeMO),"15.0, 25.0","15.0, 25.0",2,BEE,2025-10-26
BEE-24050,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Lakshmi Motors, Velachery, No 42, Velachery Main Rd, Guindy National Park, Guindy, Chennai, Tamil Nadu 600032",13.008024,80.22165,2,30.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),30.0,30.0,1,BEE,2025-10-26
BEE-24051,Tata Power - Mahabalipuram,Tata Power,Private,Tamil Nadu,Kancheepuram,Mahabalipuram,"Motel Mamalla, Sh 49, Motel Mamalla No.77, East Coast Road, Sh 49, Mahabalipuram, Tamil Nadu 603104",12.632514,80.195839,2,25.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),25.0,25.0,1,BEE,2025-10-26
BEE-24052,Tata Power - Coimbatore,Tata Power,Private,Tamil Nadu,Coimbatore,Coimbatore,"Pps Motors, Chinniyampalayam, No-138, Avinashi Road, Chinniyampalayam, Coimbatore-641062",11.04991,77.05765,2,60.0,CCS2 / CCS,CCS-II,60.0,60.0,2,BEE,2025-10-26
BEE-24053,Tata Power - Salem,Tata Power,Private,Tamil Nadu,Salem,Salem,"Pps Motors, Nh 44 Mamangam, Pps Motors Pvt Ltd. 151/A-1, Salem To Bangalore Bypass, Near Hotel Raddisson, Mamangam, Salem, Tamil Nadu 636302",11.688372,78.112729,1,25.0,CCS2 / CCS,CCS-II,25.0,25.0,1,BEE,2025-10-26
BEE-24054,Tata Power - Madurai,Tata Power,Private,Tamil Nadu,Madurai,Madurai,"Pps Motors, Thirumangalam, Shed No. D-23, Nilaiyur First Bit, Uchapatti Village,Thirumangalam, Madurai-625402",9.862428,78.021557,2,30.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),30.0,30.0,1,BEE,2025-10-26
BEE-24055,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Pumpkin Tales, Alwarpet, 37, 20, Bheemanna Garden St, Alwarpet, Chennai, Tamil Nadu 600018",13.033655,80.255285,2,25.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),25.0,25.0,1,BEE,2025-10-26
BEE-24056,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Ramanujan It Park, Taramani, Rajiv Gandhi Salai (Omr), Taramani, Chennai- 600013",12.990927,80.246944,9,7.4,Type 2 AC; Bharat AC-001,Type-II AC; Bharat AC-001,"7.4, 10.0","7.4, 3.3",9,BEE,2025-10-26
BEE-24057,Tata Power - Ooty,Tata Power,Private,Tamil Nadu,Coimbatore,Ooty,"Savoy Ooty - Ihcl Seleqtions, Monterosa Colony, 77, Sylks Rd, Monterosa Colony, Ooty, Tamil Nadu 643001",11.414804,76.692836,2,25.0,CCS2 / CCS,CCS-II,50.0,25.0,2,BEE,2025-10-26
BEE-24058,Tata Power - Coimbatore,Tata Power,Private,Tamil Nadu,Coimbatore,Coimbatore,"Sr Tranzcars, Saibaba Koil, 1142-A, Mettupalayam Rd, Saibaba Koil, Coimbatore, Tamil Nadu 641043",11.022849,76.951635,2,30.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),30.0,30.0,1,BEE,2025-10-26
BEE-24059,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Sree Gokulam Motors, Kattuppakkam, No 2/232, Mount Ponamalle Road,Swaminatha Nagar, Pushpa Nagar, Kattupakkam, Chennai - 600056",13.041725,80.125821,1,30.0,CCS2 / CCS,CCS-II,30.0,30.0,1,BEE,2025-10-26
BEE-24060,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Sree Gokulam Motors, Zamin Pallavaram, Sree Gokulam Motors, No 93, 3C, 200 Feet Radial Road, Zamin Pallavaram, Chennai - 600117",12.950258,80.176003,2,25.0,Combo / multi-standard; CCS2 / CCS; CHAdeMO,Combo (CCS-II+CHAdeMO),25.0,25.0,1,BEE,2025-10-26
BEE-24061,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Sri Lakshmi Auto, Ambattur, No C 12, 5Th Street, Ambattur Industrial Estate, Ambattur, Chennai - 600058",13.088345,80.17047,1,15.0,Bharat DC-001,Bharat DC-001,15.0,15.0,1,BEE,2025-10-26
BEE-24062,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,^ƌŝ>ĂŬƐŚŵŝƵƚŽ͕'ƵŝŶĚǇ͕EŽϰϮ͕sĞůĂĐŚĞƌǇDĂŝŶZŽĂĚ͕'ƵŝŶĚǇ͕ŚĞŶŶĂŝʹ ϲϬϬϬϯϮ,13.00762,80.2215,1,15.0,Bharat DC-001,Bharat DC-001,15.0,15.0,1,BEE,2025-10-26
BEE-24063,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Taj Club House Chennai, The Indian Hotels Company Limited # 2, Club House Road, Chennai, Tamil Nadu, South India - 600002",13.061346,80.263619,2,30.0,CCS2 / CCS,CCS-II,30.0,30.0,2,BEE,2025-10-26
BEE-24064,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,dĂũŽŶŶĞŵĂƌĂ͕ŶŶĂ^ĂůĂŝ͕ŝŶŶǇZŽĂĚ͕ŶŶĂ^ĂůĂŝ͕ŚĞŶŶĂŝʹϲϬϬϬϬϮ,13.06336,80.261276,4,30.0,CCS2 / CCS; Type 2 AC,CCS-II; Type-II AC,"30.0, 7.4","30.0, 7.4",4,BEE,2025-10-26
BEE-24065,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Taj Coromandel No 37 Mg Road, Nungambakkam Chennai 600034",13.05846,80.248323,2,7.4,Type 2 AC,Type-II AC,7.4,7.4,2,BEE,2025-10-26
BEE-24066,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Taj Coromandel, Taj Coromandel No 37 Mg Road, Nungambakkam Chennai 600034",13.058157,80.247995,2,30.0,CCS2 / CCS,CCS-II,30.0,30.0,2,BEE,2025-10-26
BEE-24067,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,dĂũ&ŝƐŚĞƌŵĂŶ͛^ŽǀĞZĞƐŽƌƚΘ^ƉĂ͕ŚĞŶŐĂůƉĂƚƚƵ͕ŽǀĞůŽŶŐĞĂĐŚ͕ ŚĞŶŐĂůƉĂƚƚƵ͕dĂŵŝůEĂĚƵ͕ϲϬϯϭϭϮ,12.797333,80.247597,2,30.0,CCS2 / CCS,CCS-II,30.0,30.0,2,BEE,2025-10-26
BEE-24068,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,Taj Wellington Mews Ramanujan It City Rajiv Gandhi Salai Omr Chennai 600113,12.990798,80.250428,2,7.4,Type 2 AC,Type-II AC,7.4,7.4,2,BEE,2025-10-26
BEE-24069,Tata Power - Chennai,Tata Power,Private,Tamil Nadu,Chennai,Chennai,"Taj Wellington Mews, Omr, Taj Wellington Mews Ramanujan It City Rajiv Gandhi Salai Omr Chennai 600113",12.990776,80.250141,2,30.0,CCS2 / CCS,CCS-II,30.0,30.0,2,BEE,2025-10-26
